Date,Open,High,Low,Close,Volume
2022-08-31,318.8130798339844,329.0631103515625,318.49322509765625,329.0631103515625,0
2022-09-30,327.48388671875,334.6124267578125,318.9300231933594,322.07049560546875,0
2022-10-31,320.4582824707031,338.1277160644531,320.4582824707031,338.1277160644531,0
2022-11-30,339.5990295410156,349.3673095703125,339.2262268066406,349.3673095703125,0
2022-12-31,350.34783935546875,352.7756652832031,338.2656555175781,346.1668701171875,0
2023-01-31,348.1968688964844,349.6261901855469,341.34716796875,343.9828796386719,0
2023-02-28,342.0908203125,346.693603515625,340.42364501953125,340.42364501953125,0
2023-03-31,342.8584289550781,348.8775329589844,338.870361328125,344.4286804199219,0
2023-04-30,345.6041259765625,356.644775390625,345.6041259765625,356.644775390625,0
2023-05-31,358.1170959472656,363.2635803222656,357.56536865234375,362.81781005859375,0
2023-06-30,362.1031799316406,375.4397277832031,362.1031799316406,375.4397277832031,0
2023-07-31,377.4677429199219,392.8423156738281,377.4677429199219,392.8423156738281,0
2023-08-31,393.9947509765625,396.6764831542969,389.895751953125,395.8188781738281,0
2023-09-30,398.40460205078125,411.6741943359375,398.40460205078125,410.4947814941406,0
2023-10-31,409.7731628417969,414.5438232421875,399.9768981933594,404.4437255859375,0
2023-11-30,403.09136962890625,428.9858703613281,403.09136962890625,428.9858703613281,0
2023-12-31,433.226806640625,457.8379211425781,433.226806640625,457.3831481933594,0
2024-01-31,459.17327880859375,475.4334411621094,458.46661376953125,475.4334411621094,0
2024-02-29,476.2620544433594,485.2536926269531,471.4853515625,481.15966796875,0
2024-03-31,486.22723388671875,489.30072021484375,471.7961730957031,483.8473815917969,0
2024-04-30,487.76348876953125,501.90264892578125,487.4426574707031,501.90264892578125,0
2024-05-31,504.5733642578125,517.2152709960938,493.0909118652344,514.443603515625,0
2024-06-30,529.1475219726562,529.7451782226562,496.82611083984375,529.7451782226562,0
2024-07-31,531.4913330078125,549.2437744140625,531.1525268554688,549.2437744140625,0
2024-08-31,549.353759765625,551.1218872070312,534.8677368164062,551.1218872070312,0
2024-09-30,550.7720947265625,555.9815673828125,544.6859741210938,553.5237426757812,0
2024-10-31,553.4847412109375,553.4847412109375,535.8072509765625,540.3650512695312,0
2024-11-30,537.8543090820312,543.96435546875,527.116455078125,541.0947265625,0
2024-12-31,542.2072143554688,550.0284423828125,536.025146484375,537.1655883789062,0
2025-01-31,538.9208374023438,542.7698974609375,517.35498046875,526.93798828125,0
2025-02-28,520.927001953125,528.0189819335938,504.36700439453125,504.36700439453125,0
2025-03-31,504.00299072265625,531.7219848632812,504.00299072265625,528.9530029296875,0
2025-04-30,525.4760131835938,543.7769775390625,512.4000244140625,541.9349975585938,0
2025-05-31,541.948974609375,556.9119873046875,535.9149780273438,555.8709716796875,0
2025-06-30,556.0819702148438,566.9539794921875,554.1799926757812,566.6510009765625,0
2025-07-31,566.7310180664062,566.7310180664062,555.1400146484375,556.6649780273438,0
2025-08-31,552.8419799804688,559.4979858398438,549.6669921875,549.6669921875,0
2025-09-30,552.4400024414062,567.2550048828125,552.4400024414062,557.8989868164062,0
2025-10-31,560.7369995117188,578.3040161132812,560.7369995117188,575.0419921875,0
2025-11-30,576.4210205078125,581.0650024414062,572.0449829101562,580.1329956054688,0
2025-12-31,579.5009765625,579.7169799804688,572.1160278320312,579.7169799804688,0
2026-01-31,580.3189697265625,584.218994140625,563.343017578125,570.364013671875,0
2026-02-28,565.8569946289062,581.3359985351562,565.8569946289062,572.916015625,0
2026-03-31,566.8569946289062,566.8569946289062,524.7319946289062,524.7319946289062,0
2026-04-30,531.010009765625,567.3410034179688,531.010009765625,558.9219970703125,0
